run	BC1	BC2	BC3	BC4	BC5
1864	2131.9958434142	2520.0661445958	4660.4168061600	5089.4970817145	4214.8706419266
1865	2131.1988971762	2518.2733070263	4659.3497937476	5089.0112813131	4213.7960918160
1866	2130.3978023562	2516.4489852095	4658.3563241050	5088.6110393164	4212.7068429713
1867	2129.5929294200	2514.6120792575	4657.4424828878	5088.2788504270	4211.6046858601
1868	2128.7846488335	2512.7814892821	4656.6123530518	5088.0069073976	4210.4927151055
1869	2127.9733310625	2510.9761153952	4655.8620067522	5087.7898274938	4209.3743513692
1870	2127.1593465729	2509.2148577088	4655.1855134445	5087.6222279811	4208.2530153127
1871	2126.3430658305	2507.5166163347	4654.5769425838	5087.4987261248	4207.1321275977
1872	2125.5248593012	2505.9002913850	4654.0303636256	5087.4139391905	4206.0151088860
1873	2124.7050974508	2504.3847829716	4653.5398460250	5087.3624844436	4204.9053798393
1874	2123.8841507452	2502.9889912063	4653.0994592375	5087.3389791495	4203.8063611191
1875	2123.0623896502	2501.7318162011	4652.7032727183	5087.3380405738	4202.7214733872
1876	2122.2401846316	2500.6277511766	4652.3453559227	5087.3542859819	4201.6541373053
1877	2121.4179061553	2499.6736617872	4652.0197783060	5087.3823326392	4200.6077735350
1878	2120.5959246872	2498.8620067963	4651.7206093236	5087.4167978112	4199.5858027381
1879	2119.7746106930	2498.1852449670	4651.4419184307	5087.4522987633	4198.5916455761
1880	2118.9543346387	2497.6358350625	4651.1777750827	5087.4834527611	4197.6287227108
1881	2118.1354669901	2497.2062358460	4650.9222487348	5087.5048770700	4196.7004548038
1882	2117.3183782130	2496.8889060807	4650.6694088424	5087.5111889554	4195.8102625169
1883	2116.5034387732	2496.6763045299	4650.4133248608	5087.4970056828	4194.9615665117
1884	2115.6910191367	2496.5608899566	4650.1480662453	5087.4569445176	4194.1577874498
1885	2114.8814897692	2496.5351211242	4649.8677024511	5087.3856227254	4193.4023459930
1886	2114.0752211367	2496.5914567957	4649.5663029336	5087.2776575715	4192.6986628030
1887	2113.2725837049	2496.7223557345	4649.2379371482	5087.1276663215	4192.0501585414
1888	2112.4739479396	2496.9202767036	4648.8766745500	5086.9302662407	4191.4602538698
1889	2111.6796843069	2497.1776784663	4648.4765845944	5086.6800745947	4190.9323694501
1890	2110.8901632724	2497.4870197858	4648.0317367368	5086.3717086489	4190.4699259438
1891	2110.1057553020	2497.8407594253	4647.5362004324	5085.9997856688	4190.0763440126
1892	2109.3268308617	2498.2313561479	4646.9840451365	5085.5589229198	4189.7550443182
1893	2108.5537604171	2498.6512687169	4646.3693403045	5085.0437376674	4189.5094475223
1894	2107.7869144342	2499.0929558955	4645.6861553916	5084.4488471770	4189.3429742866
1895	2107.0266633789	2499.5488764469	4644.9285598531	5083.7688687142	4189.2590452727
1896	2106.2733777169	2500.0114891342	4644.0949613715	5083.0030388424	4189.2595632342
1897	2105.5274279141	2500.4732527206	4643.2011205375	5082.1690713180	4189.3403592913
1898	2104.7891844364	2500.9266259694	4642.2671361689	5081.2892991952	4189.4957466566
1899	2104.0590177495	2501.3640676438	4641.3131070835	5080.3860555285	4189.7200385421
1900	2103.3372983194	2501.7780365069	4640.3591320992	5079.4816733722	4190.0075481603
1901	2102.6243966119	2502.1609913219	4639.4253100338	5078.5984857807	4190.3525887233
1902	2101.9206830928	2502.5053908521	4638.5317397052	5077.7588258083	4190.7494734434
1903	2101.2265282280	2502.8036938606	4637.6985199311	5076.9850265093	4191.1925155329
1904	2100.5423024834	2503.0483591106	4636.9457495294	5076.2994209383	4191.6760282040
1905	2099.8683763247	2503.2318453654	4636.2935273180	5075.7243421494	4192.1943246690
1906	2099.2051202178	2503.3466113881	4635.7619521146	5075.2821231972	4192.7417181402
1907	2098.5529046286	2503.3851159418	4635.3711227371	5074.9950971358	4193.3125218299
1908	2097.9121000229	2503.3398177900	4635.1411380033	5074.8855970198	4193.9010489502
1909	2097.2830768665	2503.2050412978	4635.0920967310	5074.9759559034	4194.5016127136
1910	2096.6662056254	2502.9825732395	4635.2362453901	5075.2745477775	4195.1085263321
1911	2096.0618567653	2502.6760659916	4635.5544210584	5075.7339103786	4195.7161030182
1912	2095.4704007521	2502.2891719305	4636.0196084656	5076.2926223800	4196.3186559840
1913	2094.8922080516	2501.8255434326	4636.6047923416	5076.8892624545	4196.9104984419
1914	2094.3276491297	2501.2888328743	4637.2829574161	5077.4624092753	4197.4859436041
1915	2093.7770944522	2500.6826926321	4638.0270884189	5077.9506415154	4198.0393046828
1916	2093.2409144850	2500.0107750823	4638.8108712403	5078.3070619239	4198.5648948904
1917	2092.7194796939	2499.2767326014	4639.6107964121	5078.5428695536	4199.0570274390
1918	2092.2131605448	2498.4842175658	4640.4040556266	5078.6837875336	4199.5100155410
1919	2091.7223275035	2497.6368823520	4641.1678405763	5078.7555389926	4199.9181724087
1920	2091.2473510358	2496.7383793363	4641.8793429534	5078.7838470596	4200.2758112542
1921	2090.7886016077	2495.7923608952	4642.5198730990	5078.7904694608	4200.5783979482
1922	2090.3464496849	2494.8024794050	4643.0872159494	5078.7813023113	4200.8260089944
1923	2089.9212657333	2493.7723872423	4643.5832750895	5078.7582763238	4201.0198735548
1924	2089.5134202187	2492.7057367835	4644.0099541043	5078.7233222106	4201.1612207914
1925	2089.1232836070	2491.6061804049	4644.3691565789	5078.6783706844	4201.2512798663
1926	2088.7512263640	2490.4773704830	4644.6627860981	5078.6253524575	4201.2912799414
1927	2088.3976189556	2489.3229593943	4644.8927462470	5078.5661982427	4201.2824501789
1928	2088.0628318477	2488.1465995150	4645.0609406105	5078.5028387523	4201.2260197407
1929	2087.7471350104	2486.9519432217	4645.1692727737	5078.4372046988	4201.1232177889
1930	2087.4503964319	2485.7426428908	4645.2196463216	5078.3712267949	4200.9752734855
1931	2087.1723836047	2484.5223508987	4645.2139648390	5078.3068357529	4200.7834159925
1932	2086.9128640214	2483.2947196219	4645.1541319110	5078.2459622855	4200.5488744719
1933	2086.6716051744	2482.0634014366	4645.0420511226	5078.1905371050	4200.2728780858
1934	2086.4483745563	2480.8320487195	4644.8796260588	5078.1424909241	4199.9566559962
1935	2086.2429396595	2479.6043138468	4644.6687603045	5078.1037544552	4199.6014373651
1936	2086.0550679767	2478.3838491950	4644.4113574448	5078.0762584109	4199.2084513546
1937	2085.8845270002	2477.1743071406	4644.1093210645	5078.0619335037	4198.7789271266
1938	2085.7310842228	2475.9793400600	4643.7645547488	5078.0627104460	4198.3140938432
1939	2085.5945071368	2474.8026003295	4643.3777575243	5078.0780096142	4197.8151806665
1940	2085.4745632347	2473.6477403256	4642.9448101841	5078.0972100398	4197.2834167584
1941	2085.3710200092	2472.5184124248	4642.4603889633	5078.1071804179	4196.7200312809
1942	2085.2836449527	2471.4182690034	4641.9191700967	5078.0947894438	4196.1262533962
1943	2085.2122055578	2470.3509624378	4641.3158298193	5078.0469058127	4195.5033122662
1944	2085.1564693169	2469.3201451046	4640.6450443660	5077.9503982199	4194.8524370530
1945	2085.1162037227	2468.3294693801	4639.9014899717	5077.7921353606	4194.1748569185
1946	2085.0911762675	2467.3825876407	4639.0798428713	5077.5589859300	4193.4718010248
1947	2085.0811544439	2466.4831522629	4638.1747792998	5077.2378186234	4192.7444985340
1948	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1949	2085.1051976618	2464.8412300976	4636.0931076830	5076.2789051631	4191.2220704089
1950	2085.1387976883	2464.1060480630	4634.9112720719	5075.6200401338	4190.4307899663
1951	2085.1864733164	2463.4329218957	4633.6572447153	5074.8514944139	4189.6285007800
1952	2085.2479920388	2462.8255039720	4632.3582216342	5073.9909991030	4188.8247532177
1953	2085.3231213480	2462.2874466684	4631.0413988496	5073.0562853008	4188.0290976466
1954	2085.4116287364	2461.8224023613	4629.7339723823	5072.0650841068	4187.2510844343
1955	2085.5132816966	2461.4340234272	4628.4631382532	5071.0351266209	4186.5002639483
1956	2085.6278477211	2461.1259622424	4627.2560924834	5069.9841439426	4185.7861865560
1957	2085.7550943024	2460.9018711834	4626.1400310938	5068.9298671716	4185.1184026249
1958	2085.8947889331	2460.7654026266	4625.1421501053	5067.8900274075	4184.5064625225
1959	2086.0466991057	2460.7202089485	4624.2896455387	5066.8823557501	4183.9599166163
1960	2086.2105923126	2460.7699425254	4623.6097134152	5065.9245832989	4183.4883152737
1961	2086.3862360465	2460.9182557338	4623.1223134806	5065.0344411537	4183.1007920026
1962	2086.5733977998	2461.1688009500	4622.8184603817	5064.2296604141	4182.8048128727
1963	2086.7718450650	2461.5252305506	4622.6819324899	5063.5279721798	4182.6074270944
1964	2086.9813453348	2461.9911969120	4622.6965081769	5062.9471075503	4182.5156838777
1965	2087.2016661015	2462.5703524105	4622.8459658145	5062.5047976255	4182.5366324328
1966	2087.4325748577	2463.2663494226	4623.1140837742	5062.2187735050	4182.6773219699
1967	2087.6738390959	2464.0828403246	4623.4846404278	5062.1067662883	4182.9448016992
1968	2087.9252263087	2465.0212314798	4623.9414141468	5062.1865070752	4183.3461208309
1969	2088.1865039886	2466.0739451975	4624.4681833029	5062.4757269653	4183.8883285751
1970	2088.4574396281	2467.2311577739	4625.0487262677	5062.9921570584	4184.5784741421
1971	2088.7378007197	2468.4830455052	4625.6668214130	5063.7535284540	4185.4236067421
1972	2089.0273547559	2469.8197846874	4626.3062471103	5064.7775722518	4186.4307755851
1973	2089.3258692292	2471.2315516168	4626.9510823498	5066.0676353241	4187.5980439975
1974	2089.6331116323	2472.7085225895	4627.5866085952	5067.5695276333	4188.8875317695
1975	2089.9488494575	2474.2408739015	4628.1984079288	5069.2146749148	4190.2523728074
1976	2090.2728501974	2475.8187818492	4628.7720624328	5070.9345029035	4191.6457010174
1977	2090.6048813446	2477.4324227285	4629.2931541894	5072.6604373346	4193.0206503060
1978	2090.9447103915	2479.0719728356	4629.7472652807	5074.3239039432	4194.3303545793
1979	2091.2921048307	2480.7276084667	4630.1199777892	5075.8563284646	4195.5279477437
1980	2091.6468321547	2482.3895059179	4630.3968737969	5077.1891366337	4196.5665637055
1981	2092.0086598560	2484.0478414853	4630.5635353861	5078.2537541858	4197.3993363710
1982	2092.3773554272	2485.6927914651	4630.6055446390	5078.9816068560	4197.9793996465
1983	2092.7526863607	2487.3145321535	4630.5084836379	5079.3041203794	4198.2598874382
1984	2093.1344201491	2488.9032398465	4630.2643610037	5079.1757902370	4198.1960740879
1985	2093.5223242848	2490.4490908403	4629.8908915128	5078.6433908933	4197.7517956788
1986	2093.9161662605	2491.9422614311	4629.4122164803	5077.7767665586	4196.8930287296
1987	2094.3157135686	2493.3729279149	4628.8524772213	5076.6457614434	4195.5857497590
1988	2094.7207337017	2494.7312665880	4628.2358150510	5075.3202197579	4193.7959352857
1989	2095.1309941522	2496.0074537464	4627.5863712844	5073.8699857126	4191.5560245076
1990	2095.5462624128	2497.1916656863	4626.9282872368	5072.3649035177	4189.1643073398
1991	2095.9663059758	2498.2740787039	4626.2857042231	5070.8748173836	4186.9855363765
1992	2096.3908923339	2499.2448690952	4625.6827635585	5069.4695715207	4185.3844642123
1993	2096.8197889796	2500.0942131565	4625.1436065582	5068.2190101393	4184.7258434413
1994	2097.2527634053	2500.8145287433	4624.6879569457	5067.1793823538	4185.2648290969
1995	2097.6895831036	2501.4071999494	4624.3178680787	5066.3525568945	4186.8181859673
1996	2098.1300155671	2501.8758524279	4624.0309757231	5065.7268073958	4189.0930812798
1997	2098.5738282882	2502.2241118319	4623.8249156450	5065.2904074921	4191.7966822617
1998	2099.0207887594	2502.4556038148	4623.6973236104	5065.0316308177	4194.6361561402
1999	2099.4706644733	2502.5739540295	4623.6458353855	5064.9387510069	4197.3186701425
2000	2099.9232229224	2502.5827881294	4623.6680867361	5065.0000416942	4199.6045208913
2001	2100.3782315992	2502.4857317676	4623.7617134285	5065.2037765139	4201.4665225918
2002	2100.8354579963	2502.2864105972	4623.9243512285	5065.5382291002	4202.9306188443
2003	2101.2946696061	2501.9884502714	4624.1536359023	5065.9916730877	4204.0227532495
2004	2101.7556339212	2501.5954764435	4624.4472032160	5066.5523821106	4204.7688694079
2005	2102.2181184341	2501.1111147666	4624.8026889354	5067.2086298034	4205.1949109201
2006	2102.6818906373	2500.5389908938	4625.2177288268	5067.9486898003	4205.3268213865
2007	2103.1467180234	2499.8827304784	4625.6899586561	5068.7608357357	4205.1905444077
2008	2103.6123680848	2499.1459591735	4626.2170141894	5069.6333412440	4204.8120235843
2009	2104.0786083141	2498.3323026323	4626.7965311927	5070.5544799595	4204.2172025168
2010	2104.5452062038	2497.4453865080	4627.4261454321	5071.5125255166	4203.4320248057
2011	2105.0119292464	2496.4888364537	4628.1034926737	5072.4957515496	4202.4824340515
2012	2105.4785449344	2495.4662781226	4628.8262086833	5073.4924316930	4201.3943738549
2013	2105.9448207604	2494.3813371679	4629.5919292272	5074.4908395810	4200.1937878164
2014	2106.4105242169	2493.2376392428	4630.3982900713	5075.4792488480	4198.9066195364
2015	2106.8754227964	2492.0388100004	4631.2429269818	5076.4459331285	4197.5588126155
2016	2107.3392839914	2490.7884750940	4632.1228261813	5077.3791660566	4196.1865073087
2017	2107.8018752945	2489.4902601766	4633.0323757196	5078.2672212668	4194.8666304877
2018	2108.2629641981	2488.1477909016	4633.9653141031	5079.0983723935	4193.6863056790
2019	2108.7223181948	2486.7646929219	4634.9153798383	5079.8608930710	4192.7326564088
2020	2109.1797047771	2485.3445918909	4635.8763114317	5080.5430569336	4192.0928062034
2021	2109.6348914375	2483.8911134617	4636.8418473897	5081.1331376157	4191.8538785890
2022	2110.0876456685	2482.4078832875	4637.8057262187	5081.6194087518	4192.1029970920
2023	2110.5377349628	2480.8985270214	4638.7616864253	5081.9901439760	4192.9272852386
2024	2110.9849268126	2479.3666703167	4639.7034665158	5082.2336169228	4194.4138665551
2025	2111.4289887107	2477.8159388264	4640.6248049968	5082.3381012266	4196.6498645677
2026	2111.8696881496	2476.2499582039	4641.5194403746	5082.2918705217	4199.7224028028
2027	2112.3067926216	2474.6723541022	4642.3811111557	5082.0831984424	4203.7186047866
2028	2112.7400696195	2473.0867521745	4643.2035558466	5081.7003586232	4208.7255940455
2029	2113.1692866356	2471.4967780740	4643.9805129538	5081.1316246983	4214.8304941056
2030	2113.5942111625	2469.9060574539	4506.9941089834	5473.3253275881	4500.1972964507
2031	2114.0146106927	2468.3182159673	4507.7799832886	5389.2186967058	4500.6759759236
2032	2114.4302527188	2466.7368792675	4508.5673226857	5310.0215655901	4501.1504115223
2033	2114.8409047332	2465.1656730076	4509.3558000473	5235.5892371333	4501.6205990260
2034	2115.2463342285	2463.6082228408	4510.1450882463	5165.7770142277	4502.0865342136
2035	2115.6463086973	2462.0681544202	4510.9348601554	5100.4401997658	4502.5482128642
2036	2116.0405956319	2460.5490933991	4511.7247886476	5039.4340966398	4503.0056307568
2037	2116.4289625250	2459.0546654305	4512.5145465955	4982.6140077423	4503.4587836704
2038	2116.8111768690	2457.5884961678	4513.3038068720	4929.8352359655	4503.9076673842
2039	2117.1870061566	2456.1542112640	4514.0922423499	4880.9530842019	4504.3522776772
2040	2117.5562178801	2454.7554363724	4514.8795259019	4835.8228553437	4504.7926103283
2041	2117.9185795322	2453.3957971460	4515.6653304009	4794.2998522835	4505.2286611167
2042	2118.2738586053	2452.0789192382	4516.4493287197	4756.2393779136	4505.6604258213
2043	2118.6218225920	2450.8084283020	4517.2311937311	4721.4967351263	4506.0879002213
2044	2118.9622389848	2449.5879499906	4518.0105983078	4689.9272268140	4506.5110800957
2045	2119.2948752761	2448.4211099573	4518.7872153226	4661.3861558692	4506.9299612235
2046	2119.6194989586	2447.3115338551	4519.5607176485	4635.7288251842	4507.3445393837
2047	2119.9358775248	2446.2628473373	4520.3307781580	4612.8105376513	4507.7548103554
2048	2120.2437784671	2445.2786760571	4521.0970697242	4592.4865961630	4508.1607699177
2049	2120.5429692781	2444.3626456676	4521.8592652196	4574.6123036116	4508.5624138495
2050	2120.8332174502	2443.5183818219	4522.6170375172	4559.0429628894	4508.9597379300
2051	2121.1142904762	2442.7495101734	4523.3700594898	4545.6338768890	4509.3527379381
2052	2121.3859558483	2442.0596563750	4524.1180040101	4534.2403485027	4509.7414096530
2053	2121.6479810593	2441.4524460801	4524.8605439510	4524.7176806227	4510.1257488536
2054	2121.9001336015	2440.9315049418	4525.5973521851	4516.9211761416	4510.5057513189
2055	2122.1421809675	2440.5004586132	4526.3281015854	4510.7061379517	4510.8814128282
2056	2122.3738906499	2440.1629327476	4527.0524650247	4505.9278689453	4511.2527291603
2057	2122.5950301411	2439.9225529981	4527.7701153757	4502.4416720149	4511.6196960943
2058	2122.8053669337	2439.7829450180	4528.4807255112	4500.1028500529	4511.9823094093
2059	2123.0046685201	2439.7477344602	4529.1839683040	4498.7667059515	4512.3405648843
2060	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
2061	2123.3697138216	2440.0050082249	4530.5670433528	4498.5236629004	4513.0439854305
2062	2123.5356494648	2440.3047438537	4531.2462213544	4499.3273697354	4513.3891420598
2063	2123.6906948697	2440.7212511191	4531.9167235045	4500.5549660006	4513.7299239653
2064	2123.8349758616	2441.2475136819	4532.5782226760	4502.0617545884	4514.0663269260
2065	2123.9686182655	2441.8743868043	4533.2303917415	4503.7030383912	4514.3983467209
2066	2124.0917479066	2442.5927257486	4533.8729035739	4505.3341203014	4514.7259791292
2067	2124.2044906100	2443.3933857770	4534.5054310461	4506.8103032113	4515.0492199298
2068	2124.3069722008	2444.2672221516	4535.1276470307	4507.9868900132	4515.3680649018
2069	2124.3993185042	2445.2050901347	4535.7392244007	4508.7191835997	4515.6825098242
