run	BC1	BC2	BC3	BC4	BC5
1539	2260.0751404435	2602.5808773620	4674.1606862185	5101.5432279245	4229.3125415981
1540	2264.3249856767	2599.0595883641	4674.9769575577	5102.0966724178	4228.8864852836
1541	2268.7216672961	2595.5609540464	4675.8157446133	5102.6843674772	4228.4546428160
1542	2273.1752325535	2592.1119629776	4676.6699558250	5103.3082019757	4228.0176583692
1543	2277.5957287003	2588.7396037262	4677.5324996326	5103.9700647857	4227.5761761174
1544	2281.8932029881	2585.4708648611	4678.3962844756	5104.6718447802	4227.1308402345
1545	2285.9777026685	2582.3327349507	4679.2542187938	5105.4154308317	4226.6822948944
1546	2289.7592749931	2579.3522025638	4680.0992110270	5106.2027118129	4226.2311842713
1547	2293.1479672134	2576.5562562691	4680.9241696148	5107.0355765966	4225.7781525390
1548	2296.0538265811	2573.9718846351	4681.7220029970	5107.9159140555	4225.3238438716
1549	2298.3869003477	2571.6264917744	4682.4856196132	5108.8456130621	4224.8689024430
1550	2300.0572357647	2569.5491439752	4683.2079279032	5109.8224097162	4224.4139724273
1551	2300.9748800839	2567.7693230695	4683.8818363067	5110.8274290246	4223.9596979985
1552	2301.0498805566	2566.3165108894	4684.4949785437	5111.8376432209	4223.5067233305
1553	2300.1922844346	2565.2201892669	4685.0138894560	5112.8300245390	4223.0556925973
1554	2298.3455818072	2564.5098400340	4685.3998291658	5113.7815452126	4222.6072499730
1555	2295.5870341150	2564.2002697694	4685.6140577953	5114.6691774753	4222.1620396315
1556	2292.0273456365	2564.2475840375	4685.6178354665	5115.4698935610	4221.7207057468
1557	2287.7772206501	2564.5932131494	4685.3825586950	5116.1606657034	4221.2838924930
1558	2282.9473634342	2565.1785874162	4684.9201695699	5116.7184661362	4220.8522440439
1559	2277.6484782673	2565.9451371490	4684.2527465735	5117.1202670931	4220.4264045737
1560	2271.9912694278	2566.8342926587	4683.4023681883	5117.3430408078	4220.0070182563
1561	2266.0864411942	2567.7874842564	4682.3911128966	5117.3637595142	4219.5947292656
1562	2260.0446978450	2568.7461422532	4681.2410591809	5117.1593954458	4219.1901817758
1563	2253.9767436584	2569.6516969602	4679.9742855235	5116.7146524472	4218.7940199607
1564	2247.9932829130	2570.4563062271	4678.6128704069	5116.0451608051	4218.4068879944
1565	2242.2050198873	2571.1550380580	4677.1788923135	5115.1742824170	4218.0294300509
1566	2236.7226588596	2571.7536879960	4675.6944297257	5114.1253791804	4217.6622903041
1567	2231.6569041085	2572.2580515840	4674.1795460324	5112.9218129928	4217.3061129281
1568	2227.1184599122	2572.6739243649	4672.6462442479	5111.5869457517	4216.9615420969
1569	2223.1908435481	2573.0071018816	4671.1045122932	5110.1441393544	4216.6292219844
1570	2219.8488242883	2573.2633796771	4669.5643380893	5108.6167556986	4216.3097967646
1571	2217.0399844038	2573.4485532942	4668.0357095570	5107.0281566817	4216.0039106116
1572	2214.7119061654	2573.5684182759	4666.5286146173	5105.4017042012	4215.7122076993
1573	2212.8121718442	2573.6287701652	4665.0530411910	5103.7607601545	4215.4353322018
1574	2211.2883637111	2573.6354045048	4663.6189771991	5102.1286864392	4215.1739282929
1575	2210.0880640370	2573.5941168378	4662.2364105625	5100.5288449527	4214.9286401468
1576	2209.1588550928	2573.5107027072	4660.9153292020	5098.9845975925	4214.7001119374
1577	2208.4483191494	2573.3909576557	4659.6657210387	5097.5193062560	4214.4889878386
1578	2207.9040384779	2573.2406772263	4658.4975739934	5096.1563328409	4214.2959120246
1579	2207.4735953492	2573.0656569621	4657.4208759870	5094.9144275914	4214.1213391064
1580	2207.1045720342	2572.8716924057	4656.4456149404	5093.7938941401	4213.9649654437
1581	2206.7445508037	2572.6645791003	4655.5817787746	5092.7904244663	4213.8262978334
1582	2206.3411139289	2572.4501125888	4654.8368110872	5091.8997105494	4213.7048430724
1583	2205.8418436805	2572.2340884139	4654.2079781830	5091.1174443689	4213.6001079574
1584	2205.2045111750	2572.0219148642	4653.6900020436	5090.4393179041	4213.5115992853
1585	2204.4276429101	2571.8174512094	4653.2776046506	5089.8610231344	4213.4388238530
1586	2203.5199542291	2571.6241694651	4652.9655079855	5089.3782520392	4213.3812884572
1587	2202.4901604751	2571.4455416465	4652.7484340299	5088.9866965979	4213.3384998950
1588	2201.3469769913	2571.2850397689	4652.6211047653	5088.6820487900	4213.3099649630
1589	2200.0991191209	2571.1461358478	4652.5782421734	5088.4600005947	4213.2951904581
1590	2198.7553022072	2571.0323018985	4652.6145682356	5088.3162439916	4213.2936831772
1591	2197.3242415932	2570.9470099363	4652.7248049337	5088.2464709599	4213.3049499172
1592	2195.8146526223	2570.8937319766	4652.9036742490	5088.2463734792	4213.3284974748
1593	2194.2352506376	2570.8759400347	4653.1458981633	5088.3116435287	4213.3638326469
1594	2192.5947509823	2570.8971061260	4653.4461986580	5088.4379730879	4213.4104622304
1595	2190.9018689996	2570.9607022659	4653.7992977148	5088.6210541362	4213.4678930221
1596	2189.1653200327	2571.0702004696	4654.1999173151	5088.8565786530	4213.5356318188
1597	2187.3938194247	2571.2290727526	4654.6427794407	5089.1402386177	4213.6131854175
1598	2185.5960825190	2571.4407911302	4655.1226060729	5089.4677260097	4213.7000606148
1599	2183.7808246587	2571.7088276178	4655.6341191935	5089.8347328083	4213.7957642078
1600	2181.9567611869	2572.0366542306	4656.1720407840	5090.2369509930	4213.8998029931
1601	2180.1326074469	2572.4277429841	4656.7310928258	5090.6700725431	4214.0116837678
1602	2178.3170787819	2572.8855658936	4657.3059973007	5091.1297894382	4214.1309133285
1603	2176.5188905350	2573.4135949745	4657.8914761902	5091.6117936575	4214.2569984723
1604	2174.7467580495	2574.0153022420	4658.4822514758	5092.1117771804	4214.3894459958
1605	2173.0093966686	2574.6941597117	4659.0730451391	5092.6254319864	4214.5277626959
1606	2171.3155217355	2575.4536393987	4659.6585791617	5093.1484500549	4214.6714553696
1607	2169.6738485932	2576.2972133185	4660.2335755252	5093.6765233651	4214.8200308136
1608	2168.0930925852	2577.2283534864	4660.7927562111	5094.2053438967	4214.9729958248
1609	2166.5819690545	2578.2505319178	4661.3308432009	5094.7306036289	4215.1298572000
1610	2165.1491933443	2579.3672206280	4661.8425584763	5095.2479945411	4215.2901217360
1611	2163.8034807978	2580.5818916324	4662.3226240188	5095.7532086128	4215.4532962298
1612	2162.5535467583	2581.8980169463	4662.7657618100	5096.2419378232	4215.6188874782
1613	2161.4081065690	2583.3190685850	4663.1666938315	5096.7098741520	4215.7864022779
1614	2160.3758755729	2584.8485185640	4663.5201420648	5097.1527095783	4215.9548779801
1615	2159.4655691134	2586.4898388986	4663.8208284914	5097.5661360817	4216.1214741529
1616	2158.6859025336	2588.2465016041	4664.0634750930	5097.9458456415	4216.2828809184
1617	2158.0455911767	2590.1219786959	4664.2428038512	5098.2875302371	4216.4357883989
1618	2157.5533503859	2592.1224780233	4664.3535367474	5098.5868818479	4216.5768867167
1619	2157.2178955044	2594.2651507714	4664.3903957633	5098.8395924533	4216.7028659939
1620	2157.0479418754	2596.5698839594	4664.3481028804	5099.0413540327	4216.8104163530
1621	2157.0522048422	2599.0565646064	4664.2213800804	5099.1878585655	4216.8962279161
1622	2157.2393997478	2601.7450797315	4664.0049493447	5099.2747980312	4216.9569908055
1623	2157.6182419355	2604.6553163539	4663.6935326549	5099.2978644090	4216.9893951434
1624	2159.3027276036	2607.5493603351	4663.2818519926	5099.2576942292	4216.9909437821
1625	2167.8279763706	2609.1580929065	4662.7671686196	5099.1747022251	4216.9623904941
1626	2189.8343887102	2607.9545941421	4662.1569009183	5099.0742476806	4216.9053017820
1627	2229.2322343277	2602.9459219192	4661.4610065514	5098.9816898800	4216.8212441481
1628	2279.0112598558	2595.2750453292	4660.6894431816	5098.9223881073	4216.7117840950
1629	2328.3899474842	2586.6189112669	4659.8521684717	5098.9217016464	4216.5784881252
1630	2362.4222447052	2578.3702071846	4658.9591400842	5099.0049897816	4216.4229227412
1631	2365.1209653367	2570.7845827659	4658.0203156818	5099.1976117968	4216.2466544455
1632	2329.0350977175	2563.8334282518	4657.0456529273	5099.5249269761	4216.0512497406
1633	2280.8583282695	2557.4881338833	4656.0451094832	5100.0122946037	4215.8382751289
1634	2249.1667521409	2551.7200899016	4655.0286430124	5100.6539572728	4215.6092971131
1635	2235.9214013022	2546.5006865477	4654.0062111774	5101.3196908141	4215.3658821956
1636	2236.4295419295	2541.8013140628	4652.9877716409	5101.8481543674	4215.1095968789
1637	2245.9984401988	2537.5933626878	4651.9832820657	5102.0780070728	4214.8420076655
1638	2259.9353622861	2533.8482226640	4651.0027001143	5101.8479080701	4214.5646810579
1639	2273.5475743674	2530.5372842323	4650.0559834496	5100.9965164993	4214.2791835586
1640	2282.1423426188	2527.6319376339	4649.1530897341	5099.4343021487	4213.9870816701
1641	2281.0269332162	2525.1035731099	4648.3039766305	5097.3589774011	4213.6899418949
1642	2265.5086123358	2522.9235809013	4647.5186018016	5095.0400652877	4213.3893307355
1643	2230.8946461534	2521.0633512492	4646.8069229099	5092.7470888396	4213.0868146944
1644	2177.2834510232	2519.4942743947	4646.1788976183	5090.7495710881	4212.7839602741
1645	2123.9380440111	2518.1877405790	4645.6444835892	5089.2623202825	4212.4841123475
1646	2094.9125923610	2517.1151400430	4645.2113315410	5088.2812855450	4212.1977292690
1647	2107.3478538623	2516.2478630278	4644.8778644132	5087.7477012159	4211.9370477634
1648	2150.7309484854	2515.5572997746	4644.6401982012	5087.6028016355	4211.7143045553
1649	2206.6132126247	2515.0148405244	4644.4944489000	5087.7878211442	4211.5417363697
1650	2252.4564861876	2514.5918755184	4644.4367325049	5088.2439940823	4211.4315799312
1651	2271.0454305285	2514.2597949975	4644.4631650109	5088.9125547902	4211.3960719647
1652	2270.5454892756	2513.9899892030	4644.5698624134	5089.7347376081	4211.4474491949
1653	2263.2605885560	2513.7538483758	4644.7529407075	5090.6517768763	4211.5979483465
1654	2252.6678022181	2513.5275271297	4645.0085158884	5091.6049069353	4211.8598061445
1655	2240.0374910412	2513.3062375690	4645.3327039512	5092.5353621254	4212.2452593134
1656	2226.6400158043	2513.0899561706	4645.7216208911	5093.3946286004	4212.7627963832
1657	2213.7457372864	2512.8786594116	4646.1713827033	5094.1751997689	4213.4059131038
1658	2202.6250162666	2512.6723237688	4646.6781053830	5094.8798208530	4214.1643570300
1659	2194.5482135238	2512.4709257193	4647.2379049253	5095.5112370749	4215.0278757170
1660	2190.7856898373	2512.2744417399	4647.8468973255	5096.0721936566	4215.9862167197
1661	2192.6078059860	2512.0828483076	4648.5011985787	5096.5654358203	4217.0291275930
1662	2201.2849227490	2511.8961218994	4649.1969246801	5096.9937087881	4218.1463558919
1663	0.0000000000	2511.7142389921	4649.9301916248	5097.3597577821	4219.3276491714
1664	0.0000000000	2511.5371760629	4650.6971154081	5097.6663280244	4220.5627549864
1665	0.0000000000	2511.3649095886	4651.4938120251	5097.9161647372	4221.8414208919
1666	0.0000000000	2511.1974160461	4652.3163974711	5098.1120131426	4223.1533944429
1667	0.0000000000	2511.0346719125	4653.1609877411	5098.2566184626	4224.4884231944
1668	0.0000000000	2510.8766536646	4654.0236988304	5098.3527259195	4225.8362547012
1669	0.0000000000	2510.7233377794	4654.9006467341	5098.4030807354	4227.1866365185
1670	0.0000000000	2510.5747007339	4655.7879474474	5098.4104281323	4228.5293162010
1671	0.0000000000	2510.4307190051	4656.6817169656	5098.3775133324	4229.8540413039
1672	0.0000000000	2510.2913690698	4657.5780712837	5098.3070815578	4231.1505593821
1673	0.0000000000	2510.1566274050	4658.4731263970	5098.2018780306	4232.4086179905
1674	0.0000000000	2510.0264704877	4659.3629983006	5098.0646479730	4233.6179646842
1675	0.0000000000	2509.9008747948	4660.2438029897	5097.8981366071	4234.7683470180
1676	0.0000000000	2509.7798168033	4661.1116564595	5097.7050891549	4235.8495125470
1677	0.0000000000	2509.6632729901	4661.9626747052	5097.4882508386	4236.8512088260
1678	0.0000000000	2509.5512198323	4662.7929737219	5097.2503668804	4237.7631834102
1679	0.0000000000	2509.4436338066	4663.5986695049	5096.9941825024	4238.5751838544
1680	0.0000000000	2509.3404913901	4664.3758780493	5096.7224429266	4239.2769577137
1681	0.0000000000	2509.2417690597	4665.1207153502	5096.4378933752	4239.8582525429
1682	0.0000000000	2509.1474432925	4665.8292974029	5096.1432790704	4240.3088158971
1683	0.0000000000	2509.0574905652	4666.4977402026	5095.8413452341	4240.6183953312
1684	0.0000000000	2508.9718873550	4667.1221597443	5095.5348370887	4240.7767384003
1685	0.0000000000	2508.8906101387	4667.6986720234	5095.2264998561	4240.7735926591
1686	2131.3590533900	2508.8136353932	4668.2233930349	5094.9190787585	4240.5987056628
1687	2128.2447181467	2508.7409395956	4668.6924387741	5094.6153190181	4240.2418249663
1688	2125.2550168650	2508.6724992228	4669.1019252362	5094.3179658569	4239.6926981246
1689	2122.3881801705	2508.6082907517	4669.4479684162	5094.0297644970	4238.9410726925
1690	2119.6424386886	2508.5482906593	4669.7266843094	5093.7534601607	4237.9766962252
1691	2117.0160230451	2508.4924754226	4669.9341889110	5093.4917980699	4236.7893162775
1692	2114.5071638655	2508.4408215184	4670.0665982162	5093.2475234469	4235.3686804045
1693	2112.1140917754	2508.3933054238	4670.1200282201	5093.0233815137	4233.7045361611
1694	2109.8350374003	2508.3499036157	4670.0905949178	5092.8221174926	4231.7866311022
1695	2107.6682313658	2508.3105925710	4669.9744143047	5092.6464766055	4229.6047127829
1696	2105.6119042975	2508.2753487668	4669.7676023758	5092.4984176217	4227.1594145740
1697	2103.6642868211	2508.2441486798	4669.4662751264	5092.3767534990	4224.4949131101
1698	2101.8236095620	2508.2169687872	4669.0688101353	5092.2795107422	4221.6662708418
1699	2100.0881031458	2508.1937855658	4668.5826313163	5092.2047158563	4218.7285502197
1700	2098.4559981982	2508.1745754926	4668.0174241667	5092.1503953459	4215.7368136942
1701	2096.9255253447	2508.1593150446	4667.3828741842	5092.1145757160	4212.7461237159
1702	2095.4949152110	2508.1479806986	4666.6886668661	5092.0952834715	4209.8115427353
1703	2094.1623984224	2508.1405489317	4665.9444877099	5092.0905451171	4206.9881332030
1704	2092.9262056048	2508.1369962208	4665.1600222131	5092.0983871578	4204.3309575696
1705	2091.7845673836	2508.1372990429	4664.3449558730	5092.1168360984	4201.8950782855
1706	2090.7357143844	2508.1414338749	4663.5089741872	5092.1439184437	4199.7355578013
1707	2089.7778772328	2508.1493771937	4662.6617626531	5092.1776606986	4197.8935266855
1708	2088.9092865544	2508.1611054763	4661.8130067681	5092.2160893680	4196.3543879786
1709	2088.1281729748	2508.1765951997	4660.9723920298	5092.2572309567	4195.0896128392
1710	2087.4327671195	2508.1958228408	4660.1496039355	5092.2991119696	4194.0706724256
1711	2086.8212996141	2508.2187648766	4659.3543279827	5092.3397589115	4193.2690378964
1712	2086.2920010843	2508.2453977839	4658.5962496689	5092.3771982872	4192.6561804100
1713	2085.8431021555	2508.2756980398	4657.8850544915	5092.4094566017	4192.2035711249
1714	2085.4728334534	2508.3096421213	4657.2304279480	5092.4345603597	4191.8826811997
1715	2085.1794256035	2508.3472065052	4656.6420555359	5092.4505360662	4191.6649817927
1716	2084.9611092315	2508.3883676685	4656.1296227525	5092.4554102260	4191.5219440625
1717	2084.8161149629	2508.4331020882	4655.7028150954	5092.4476282895	4191.4294439542
1718	2084.7426734233	2508.4813862412	4655.3672426899	5092.4273114894	4191.3809765595
1719	2084.7390152383	2508.5331966044	4655.1122141735	5092.3950000042	4191.3744417568
1720	2084.8033710334	2508.5885096549	4654.9229628115	5092.3512340122	4191.4077394244
1721	2084.9339714342	2508.6473018696	4654.7847218691	5092.2965536917	4191.4787694408
1722	2085.1290470664	2508.7095497253	4654.6827246118	5092.2314992211	4191.5854316842
1723	2085.3868285555	2508.7752296992	4654.6022043049	5092.1566107787	4191.7256260332
1724	2085.7055465270	2508.8443182680	4654.5283942138	5092.0724285429	4191.8972523659
1725	2086.0834316066	2508.9167919089	4654.4465276037	5091.9794926920	4192.0982105609
1726	2086.5187144199	2508.9926270986	4654.3418377400	5091.8783434044	4192.3264004964
1727	2087.0096255924	2509.0718003142	4654.1995578880	5091.7695208584	4192.5797220509
1728	2087.5543957496	2509.1542880327	4654.0049213131	5091.6535652324	4192.8560751027
1729	2088.1512555173	2509.2400667309	4653.7431612807	5091.5310167047	4193.1533595301
1730	2088.7984355209	2509.3291128859	4653.3995110560	5091.4024154536	4193.4694752116
1731	2089.4941663861	2509.4214029745	4652.9592039044	5091.2683016575	4193.8023220256
1732	2090.2366787384	2509.5169134738	4652.4074730913	5091.1292154948	4194.1497998503
1733	2091.0242032034	2509.6156208606	4651.7295518819	5090.9856971439	4194.5098085642
1734	2091.8549704067	2509.7175016120	4650.9106735417	5090.8382867829	4194.8802480456
1735	2092.7272109738	2509.8225322049	4649.9360713359	5090.6875245904	4195.2590181730
1736	2093.6391555304	2509.9306891161	4648.7909785298	5090.5339507446	4195.6440188245
1737	2094.5890347021	2510.0419488228	4647.4606283890	5090.3781054239	4196.0331498788
1738	2095.5750791143	2510.1562878018	4645.9413763097	5090.2205288067	4196.4243112140
1739	2096.5955193928	2510.2736825301	4644.2740662131	5090.0617610712	4196.8154027087
1740	2097.6485861630	2510.3941094846	4642.5106641512	5089.9023423959	4197.2043242410
1741	2098.7325100506	2510.5175451424	4640.7031361763	5089.7428129591	4197.5889756895
1742	2099.8455216811	2510.6439659802	4638.9034483405	5089.5837129391	4197.9672569325
1743	2100.9858516801	2510.7733484752	4637.1635666960	5089.4255825143	4198.3370678483
1744	2102.1517306732	2510.9056691041	4635.5354572948	5089.2689618631	4198.6963083154
1745	2103.3413892860	2511.0409043441	4634.0710861892	5089.1143911637	4199.0428782121
1746	2104.5530581441	2511.1790306720	4632.8224194314	5088.9624105945	4199.3746774167
1747	2105.7849678730	2511.3200245648	4631.8414230734	5088.8135603340	4199.6896058077
1748	2107.0353490984	2511.4638624995	4631.1800631674	5088.6683805603	4199.9855632633
1749	2108.3024324457	2511.6105209530	4630.8903057657	5088.5274114520	4200.2604496621
1750	2109.5844485406	2511.7599764022	4631.0077820725	5088.3911931872	4200.5121648823
1751	2110.8796280087	2511.9122053240	4631.5027839015	5088.2602659444	4200.7386088023
1752	2112.1862014755	2512.0671841956	4632.3292682183	5088.1351699020	4200.9376813005
1753	2113.5023995667	2512.2248894937	4633.4411919888	5088.0164452382	4201.1072822553
1754	2114.8264529077	2512.3852976954	4634.7925121787	5087.9046321314	4201.2453115449
1755	2116.1565921243	2512.5483852776	4636.3371857537	5087.8002707600	4201.3496690479
1756	2117.4910478419	2512.7141287172	4638.0291696796	5087.7039013022	4201.4182546426
1757	2118.8280506862	2512.8825044913	4639.8224209222	5087.6160639366	4201.4489682072
1758	2120.1658312827	2513.0534890767	4641.6708964473	5087.5372988413	4201.4397096203
1759	2121.5026202570	2513.2270589504	4643.5285532205	5087.4681461948	4201.3883787602
1760	2122.8366482347	2513.4031905893	4645.3493482077	5087.4091461754	4201.2928755052
1761	2124.1661458414	2513.5818604705	4647.0872383747	5087.3608389615	4201.1510997337
1762	2125.4893437027	2513.7630450708	4648.6961806871	5087.3237647314	4200.9609513241
1763	2126.8044724440	2513.9467208673	4650.1301321108	5087.2984636634	4200.7203301547
1764	2128.1097626911	2514.1328643368	4651.3430496115	5087.2854759359	4200.4271361040
1765	2129.4034450695	2514.3214519563	4652.2888901549	5087.2852661685	4200.0814459063
1766	2130.6837502048	2514.5124602027	4652.9353517955	5087.2979967462	4199.6920437200
1767	2131.9489087225	2514.7058655531	4653.3050969422	5087.3237544951	4199.2698905595
1768	2133.1971512483	2514.9016444843	4653.4345290925	5087.3626262415	4198.8259474394
1769	2134.4267084077	2515.0997734734	4653.3600517440	5087.4146988116	4198.3711753739
1770	2135.6358108263	2515.3002289972	4653.1180683942	5087.4800590315	4197.9165353776
1771	2136.8226891297	2515.5029875327	4652.7449825406	5087.5587937274	4197.4729884649
1772	2137.9855739434	2515.7080255569	4652.2771976809	5087.6509897257	4197.0514956502
1773	2139.1226958931	2515.9153195467	4651.7511173125	5087.7567338524	4196.6630179480
1774	2140.2322856044	2516.1248459791	4651.2031449330	5087.8761129337	4196.3185163726
1775	2141.3125737027	2516.3365813310	4650.6696840399	5088.0092137960	4196.0289519385
1776	2142.3617908137	2516.5505020794	4650.1871381308	5088.1561232653	4195.8052856602
1777	2143.3781675630	2516.7665847012	4649.7919107032	5088.3169281679	4195.6562353947
1778	2144.3599345761	2516.9848056733	4649.5136090760	5088.4917153300	4195.5815463697
1779	2145.3056791188	2517.2051414728	4649.3546558529	5088.6805715778	4195.5787206555
1780	2146.2154150166	2517.4275685766	4649.3106774593	5088.8835837375	4195.6452603224
1781	2147.0895127357	2517.6520634616	4649.3773003202	5089.1008386353	4195.7786674409
1782	2147.9283427416	2517.8786026048	4649.5501508607	5089.3324230974	4195.9764440811
1783	2148.7322755004	2518.1071624831	4649.8248555061	5089.5784239499	4196.2360923135
1784	2149.5016814779	2518.3377195734	4650.1970406815	5089.8389280192	4196.5551142084
1785	2150.2369311399	2518.5702503528	4650.6623328120	5090.1140221314	4196.9310118360
1786	2150.9383949522	2518.8047312982	4651.2163583228	5090.4037931127	4197.3612872668
1787	2151.6064433807	2519.0411388865	4651.8547436390	5090.7083277894	4197.8434425710
1788	2152.2414468913	2519.2794495947	4652.5731151859	5091.0277129875	4198.3749798189
1789	2152.8437759497	2519.5196398997	4653.3670993884	5091.3620355334	4198.9534010810
1790	2153.4138010219	2519.7616862786	4654.2323226719	5091.7113822532	4199.5762084275
1791	2153.9518925736	2520.0055652081	4655.1644114614	5092.0758399731	4200.2409039288
1792	2154.4584210708	2520.2512531653	4656.1589921821	5092.4554955194	4200.9449896551
1793	2154.9337569792	2520.4987266272	4657.2116912591	5092.8504357182	4201.6859676769
1794	2155.3782707648	2520.7479620707	4658.3181351177	5093.2607473958	4202.4613400643
1795	2155.7923328933	2520.9989359726	4659.4739501829	5093.6865173782	4203.2686088879
1796	2156.1763138307	2521.2516248101	4660.6747628799	5094.1278324919	4204.1052762178
1797	2156.5305840426	2521.5060050601	4661.9161996338	5094.5847795629	4204.9688441245
1798	2156.8555139951	2521.7620531994	4663.1938868699	5095.0574454174	4205.8568146782
1799	2157.1514741539	2522.0197457050	4664.5034510133	5095.5459168817	4206.7666899493
1800	2157.4188349850	2522.2790590540	4665.8405184890	5096.0502807820	4207.6959720081
1801	2157.6579669540	2522.5399697232	4667.2007157223	5096.5706239444	4208.6421629249
1802	2157.8692405269	2522.8024541896	4668.5796691384	5097.1070331952	4209.6027647700
1803	2158.0530261696	2523.0664889301	4669.9730051623	5097.6595953606	4210.5752796139
1804	2158.2096943478	2523.3320504217	4671.3763502192	5098.2283972667	4211.5572095268
1805	2158.3396155274	2523.5991151414	4672.7853307343	5098.8135257398	4212.5460565790
1806	2158.4431601743	2523.8676595661	4674.1955731327	5099.4150676061	4213.5393228408
1807	2158.5206987543	2524.1376601727	4675.6027038396	5100.0331096918	4214.5345103827
1808	2158.5726017333	2524.4090934383	4677.0023492802	5100.6677388231	4215.5291212749
1809	2158.5992395770	2524.6819358396	4678.3901358795	5101.3190418262	4216.5206575877
1810	2158.6009827514	2524.9561638538	4679.7616900627	5101.9871055272	4217.5066213915
1811	2158.5782017223	2525.2317539578	4681.1126382551	5102.6720167525	4218.4845147566
1812	2158.5312669556	2525.5086826284	4682.4386068817	5103.3738623282	4219.4518397534
1813	2158.4605489170	2525.7869263427	4683.7352223676	5104.0927290805	4220.4060984521
1814	2158.3664180724	2526.0664615776	4684.9981111381	5104.8287038355	4221.3447929231
1815	2158.2492448877	2526.3472648101	4686.2228996183	5105.5818734196	4222.2654252367
1816	2158.1093998287	2526.6293125171	4687.4052142334	5106.3523246590	4223.1654974632
1817	2157.9472533613	2526.9125811755	4688.5406814084	5107.1401443797	4224.0425116730
1818	2157.7631759513	2527.1970472623	4689.6249275686	5107.9454194080	4224.8939699364
1819	2157.5575380645	2527.4826872545	4690.6535791391	5108.7682365702	4225.7173743237
1820	2157.3307101669	2527.7694776290	4691.6222625451	5109.6086826924	4226.5102269053
1821	2157.0830627242	2528.0573948628	4692.5266042117	5110.4668446009	4227.2700297515
1822	2156.8149662023	2528.3464154328	4693.3622305640	5111.3428091218	4227.9942849325
1823	2156.5267910670	2528.6365158160	4694.1247680272	5112.2366630813	4228.6804945188
1824	2156.2189077842	2528.9276724893	4694.8098430265	5113.1484933057	4229.3261605807
1825	2155.8916868197	2529.2198619296	4695.4130819870	5114.0783866211	4229.9287851884
1826	2155.5454986394	2529.5130606140	4695.9301113339	5115.0264298537	4230.4858704124
1827	2155.1807137091	2529.8072450193	4696.3565574923	5115.9927098299	4230.9949183229
1828	2154.7977024947	2530.1023916225	4696.6880468873	5116.9773133756	4231.4534309903
1829	2154.3968354620	2530.3984769006	4696.9202059442	5117.9803273173	4231.8589104849
1830	2153.9784830769	2530.6954773306	4697.0486610881	5119.0018384810	4232.2088588770
1831	2153.5430158051	2530.9933693893	4697.0690387441	5120.0419336929	4232.5007782369
1832	2153.0908041126	2531.2921295537	4696.9769653373	5121.1006997794	4232.7321706350
1833	2152.6222184652	2531.5917343008	4696.7680672930	5122.1730447307	4232.9011985348
1834	2152.1376293287	2531.8921601076	4696.4397142414	5123.2331611945	4233.0086659721
1835	2151.6374071690	2532.1933834509	4695.9962486330	5124.2500629824	4233.0560373759
1836	2151.1219224520	2532.4953808077	4695.4437561237	5125.1927639062	4233.0447771752
1837	2150.5915456434	2532.7981286550	4694.7883223689	5126.0302777776	4232.9763497991
1838	2150.0466472091	2533.1005042700	4694.0360330246	5126.7316184083	4232.8522196765
1839	2149.4875976150	2533.3969881302	4693.1929737463	5127.2657996101	4232.6738512365
1840	2148.9147673269	2533.6809615136	4692.2652301897	5127.6018351947	4232.4427089081
1841	2148.3285268106	2533.9458056982	4691.2588880106	5127.7087389738	4232.1602571203
1842	2147.7292465321	2534.1849019618	4690.1800328646	5127.5555247591	4231.8279603021
1843	2147.1172969571	2534.3916315824	4689.0347504074	5127.1112063625	4231.4472828825
1844	2146.4930485515	2534.5593758377	4687.8291262948	5126.3447975955	4231.0196892905
1845	2145.8568717812	2534.6815160058	4686.5692461823	5125.2253122700	4230.5466439551
1846	2145.2091371119	2534.7514333645	4685.2611957258	5123.7217641977	4230.0296113054
1847	2144.5502150095	2534.7625091916	4683.9110605809	5121.8212927669	4229.4700557703
1848	2143.8804759400	2534.7081247653	4682.5249264033	5119.5835396721	4228.8694417789
1849	2143.2002903690	2534.5816613632	4681.1088788486	5117.0862721844	4228.2292337602
1850	2142.5100287625	2534.3765002633	4679.6690035727	5114.4072575749	4227.5508961431
1851	2141.8100615864	2534.0860227435	4678.2113862311	5111.6242631147	4226.8358933568
1852	2141.1007593063	2533.7036100818	4676.7421124796	5108.8150560750	4226.0856898301
1853	2140.3824923883	2533.2226435559	4675.2672679739	5106.0574037267	4225.3017499922
1854	2139.6556312982	2532.6365044439	4673.7929383696	5103.4290733410	4224.4855382719
1855	2138.9205465017	2531.9385740235	4672.3252093225	5101.0078321891	4223.6385190984
1856	2138.1776084648	2531.1222335728	4670.8701664883	5098.8551646951	4222.7621569007
1857	2137.4271876532	2530.1808643695	4669.4338955226	5096.9674238959	4221.8579161077
1858	2136.6696545329	2529.1078476917	4668.0224820811	5095.3246799815	4220.9272611485
1859	2135.9053795697	2527.8965648171	4666.6420118195	5093.9070031418	4219.9716564520
1860	2135.1347332294	2526.5446501627	4665.2985703936	5092.6944635669	4218.9925664473
1861	2134.3580859778	2525.0667507015	4663.9982434590	5091.6671314467	4217.9914555634
1862	2133.5758082809	2523.4817665453	4662.7471166714	5090.8050769713	4216.9697882293
1863	2132.7882706044	2521.8085978061	4661.5512756865	5090.0883703305	4215.9290288741
