Plane	Strip	Mean
45	29	0
45	30	0
45	31	0
46	0	0
46	1	0.128906
46	2	0.09375
46	3	-0.0703125
46	4	0.117188
46	5	0.0351563
46	6	0.257812
46	7	0.292969
46	8	0.0351563
46	9	-0.0585937
46	10	-0.0117188
46	11	-0.09375
46	12	-0.0703125
46	13	-3.06912e-17
46	14	-0.164063
46	15	-0.117187
46	16	0
46	17	0
46	18	0
46	19	0
46	20	0
46	21	0
46	22	0
46	23	0
46	24	0
46	25	0
46	26	0
46	27	0
46	28	0
46	29	0
46	30	0
46	31	0
47	0	0
47	1	0.117187
47	2	0.0703125
47	3	0.152344
47	4	0.269531
47	5	0.269531
47	6	0.257812
47	7	0.304687
47	8	-0.140625
47	9	0.199219
47	10	-0.0117187
47	11	-0.09375
47	12	-0.152344
47	13	-0.210937
47	14	-0.140625
47	15	-0.0820313
47	16	0
47	17	0
47	18	0
47	19	0
47	20	0
47	21	0
47	22	0
47	23	0
47	24	0
47	25	0
47	26	0
47	27	0
47	28	0
47	29	0
47	30	0
47	31	0
48	0	0
48	1	0.105469
48	2	-0.28125
48	3	-0.09375
48	4	-0.117188
48	5	-0.0234375
48	6	0.0234375
48	7	-0.152344
48	8	2.38545e-18
48	9	0.0820312
48	10	0.246094
48	11	0.164063
48	12	-0.0117188
48	13	0.152344
48	14	0.0585937
48	15	-0.433594
48	16	0
48	17	0
48	18	0
48	19	0
48	20	0
48	21	0
48	22	0
48	23	0
48	24	0
48	25	0
48	26	0
48	27	0
48	28	0
48	29	0
48	30	0
48	31	0
49	0	0
49	1	0.128906
49	2	0.0117188
49	3	0.09375
49	4	0.199219
49	5	0.128906
49	6	0.09375
49	7	0.175781
49	8	-0.117187
49	9	-0.234375
49	10	-0.257813
49	11	-0.152344
49	12	-0.140625
49	13	-0.210938
49	14	-0.1875
49	15	-0.304687
49	16	0
49	17	0
49	18	0
49	19	0
49	20	0
49	21	0
49	22	0
49	23	0
49	24	0
49	25	0
49	26	0
49	27	0
49	28	0
49	29	0
49	30	0
49	31	0
50	0	0
50	1	0.0234375
50	2	0.0703125
50	3	0.363281
50	4	0.234375
50	5	0.152344
50	6	0.304688
50	7	0.386719
50	8	-0.1875
50	9	-0.0585937
50	10	0
50	11	-0.316406
50	12	-0.246094
50	13	-0.1875
50	14	-0.09375
50	15	0.0585938
50	16	0
50	17	0
50	18	0
50	19	0
50	20	0
50	21	0
50	22	0
50	23	0
50	24	0
50	25	0
50	26	0
50	27	0
50	28	0
50	29	0
50	30	0
50	31	0
51	0	0
51	1	0.222656
51	2	0.0820312
51	3	0.1875
51	4	0.269531
51	5	0.292969
51	6	0.234375
51	7	0.269531
51	8	0.0234375
51	9	-0.0234375
51	10	0.0234375
51	11	-0.0234375
51	12	0.0351562
51	13	-0.046875
51	14	0.09375
51	15	-0.0351563
51	16	0
51	17	0
51	18	0
51	19	0
51	20	0
51	21	0
51	22	0
51	23	0
51	24	0
51	25	0
51	26	0
51	27	0
51	28	0
51	29	0
51	30	0
51	31	0
52	0	0
52	1	-0.1875
52	2	-0.152344
52	3	1.17218e-16
52	4	-0.0351562
52	5	-0.164062
52	6	-2.11911e-17
52	7	-0.152344
52	8	-0.0117188
52	9	0.0820313
52	10	0.046875
52	11	-0.105469
52	12	0.0117187
52	13	0.0351563
52	14	0.0585938
52	15	0.0351562
52	16	0
52	17	0
52	18	0
52	19	0
52	20	0
52	21	0
52	22	0
52	23	0
52	24	0
52	25	0
52	26	0
52	27	0
52	28	0
52	29	0
52	30	0
52	31	0
53	0	0
53	1	-0.199219
53	2	-0.503906
53	3	-0.269531
53	4	-0.28125
53	5	-0.351562
53	6	-0.527344
53	7	-0.386719
53	8	0.046875
53	9	0.117187
53	10	0.164063
53	11	0.199219
53	12	0.0703125
53	13	0.164062
53	14	0.46875
53	15	0.257812
53	16	0
53	17	0
53	18	0
53	19	0
53	20	0
53	21	0
53	22	0
53	23	0
53	24	0
53	25	0
53	26	0
53	27	0
53	28	0
53	29	0
53	30	0
53	31	0
54	0	0
54	1	0.339844
54	2	0.339844
54	3	0.375
54	4	-0.0351562
54	5	0
54	6	0.433594
54	7	0.105469
54	8	0.140625
54	9	-0.117187
54	10	-0.234375
54	11	0.0117188
54	12	0.222656
54	13	0.0351563
54	14	-0.046875
54	15	-0.0234375
54	16	0
54	17	0
54	18	0
54	19	0
54	20	0
54	21	0
54	22	0
54	23	0
54	24	0
54	25	0
54	26	0
54	27	0
54	28	0
54	29	0
54	30	0
54	31	0
55	0	0
55	1	-0.105469
55	2	-0.128906
55	3	-0.199219
55	4	0
55	5	-0.328125
55	6	-0.199219
55	7	-0.09375
55	8	0.199219
55	9	0.234375
55	10	0.164062
55	11	0.257813
55	12	0.199219
55	13	0
55	14	0.257812
55	15	0.1875
55	16	0
55	17	0
55	18	0
55	19	0
55	20	0
55	21	0
55	22	0
55	23	0
55	24	0
55	25	0
55	26	0
55	27	0
55	28	0
55	29	0
55	30	0
55	31	0
56	0	0
56	1	0.152344
56	2	0.433594
56	3	0.105469
56	4	0.269531
56	5	0.117188
56	6	0.1875
56	7	0.328125
56	8	0.105469
56	9	0.0117188
56	10	0.0351562
56	11	-0.292969
56	12	0.117188
56	13	-0.09375
56	14	-0.140625
56	15	-0.105469
56	16	0
56	17	0
56	18	0
56	19	0
56	20	0
56	21	0
56	22	0
56	23	0
56	24	0
56	25	0
56	26	0
56	27	0
56	28	0
56	29	0
56	30	0
56	31	0
57	0	0
57	1	0.140625
57	2	-0.199219
57	3	-0.0351562
57	4	-0.09375
57	5	-3.55708e-17
57	6	-0.105469
57	7	-0.351562
57	8	0.234375
57	9	-0.0585938
57	10	0.105469
57	11	0.398438
57	12	-0.175781
57	13	0.246094
57	14	0.128906
57	15	0.117187
57	16	0
57	17	0
57	18	0
57	19	0
57	20	0
57	21	0
57	22	0
57	23	0
57	24	0
57	25	0
57	26	0
57	27	0
57	28	0
57	29	0
57	30	0
57	31	0
58	0	0
58	1	0.140625
58	2	0.210937
58	3	0.222656
58	4	0.175781
58	5	0.128906
58	6	0.1875
58	7	0.222656
58	8	0.0234375
58	9	0.0234375
58	10	0.0351562
58	11	0.0351563
58	12	0.09375
58	13	0.117187
58	14	0.0117187
58	15	0.0585938
58	16	0
58	17	0
58	18	0
58	19	0
58	20	0
58	21	0
58	22	0
58	23	0
58	24	0
58	25	0
58	26	0
58	27	0
58	28	0
58	29	0
58	30	0
58	31	0
