id#			ADC_ch		ECAL_ch		x(cm)		y(cm)
==============================================================================
0x076D3EC0		56		307		58.675		50.675
0x076D3EC0		57		329		62.825		54.675
0x076D3EC0		58		371		70.825		54.675
0x076D3EC0		59		349		66.825		50.675
0x076D3EC0		60		267		50.675		58.675
0x076D3EC0		61		309		58.675		58.675
0x076D3EC0		62		287		54.675		54.675
0x076D3EC0		63		308		58.675		54.675
0x076D3EC0		64		286		54.675		50.675
0x07A8DEA5		1		417		78.975		70.825
0x07A8DEA5		2		462		87.125		82.975
0x07A8DEA5		3		504		95.125		82.975
0x07A8DEA5		4		482		91.125		78.975
0x07A8DEA5		5		460		87.125		74.975
0x07A8DEA5		6		502		95.125		74.975
0x07A8DEA5		7		478		91.125		62.825
0x07A8DEA5		8		500		95.125		66.825
0x07A8DEA5		9		396		74.975		70.825
0x07A8DEA5		10		483		91.125		82.975
0x07A8DEA5		11		461		87.125		78.975
0x07A8DEA5		12		503		95.125		78.975
0x07A8DEA5		13		481		91.125		74.975
0x07A8DEA5		14		499		95.125		62.825
0x07A8DEA5		15		457		87.125		62.825
0x07A8DEA5		16		479		91.125		66.825
0x07A8DEA5		18		459		87.125		70.825
0x07A8DEA5		19		501		95.125		70.825
0x07A8DEA5		20		472		91.125		38.525
0x07A8DEA5		21		494		95.125		42.525
0x07A8DEA5		22		452		87.125		42.525
0x07A8DEA5		23		474		91.125		46.525
0x07A8DEA5		24		456		87.125		58.675
0x07A8DEA5		25		480		91.125		70.825
0x07A8DEA5		26		458		87.125		66.825
0x07A8DEA5		27		493		95.125		38.525
0x07A8DEA5		28		451		87.125		38.525
0x07A8DEA5		29		473		91.125		42.525
0x07A8DEA5		30		495		95.125		46.525
0x07A8DEA5		31		453		87.125		46.525
0x07A8DEA5		32		477		91.125		58.675
0x07A8DEA5		33		399		74.975		82.975
0x07A8DEA5		34		441		82.975		82.975
0x07A8DEA5		35		419		78.975		78.975
0x07A8DEA5		36		397		74.975		74.975
0x07A8DEA5		37		439		82.975		74.975
0x07A8DEA5		38		415		78.975		62.825
0x07A8DEA5		39		437		82.975		66.825
0x07A8DEA5		40		395		74.975		66.825
0x07A8DEA5		41		420		78.975		82.975
0x07A8DEA5		42		398		74.975		78.975
0x07A8DEA5		43		440		82.975		78.975
0x07A8DEA5		44		418		78.975		74.975
0x07A8DEA5		45		436		82.975		62.825
0x07A8DEA5		46		394		74.975		62.825
0x07A8DEA5		47		416		78.975		66.825
0x07A8DEA5		48		438		82.975		70.825
0x07A8DEA5		49		498		95.125		58.675
0x07A8DEA5		50		476		91.125		54.675
0x07A8DEA5		51		454		87.125		50.675
0x07A8DEA5		52		496		95.125		50.675
0x07A8DEA5		53		414		78.975		58.675
0x07A8DEA5		54		392		74.975		54.675
0x07A8DEA5		55		391		74.975		50.675
0x07A8DEA5		56		433		82.975		50.675
0x07A8DEA5		57		455		87.125		54.675
0x07A8DEA5		58		497		95.125		54.675
0x07A8DEA5		59		475		91.125		50.675
0x07A8DEA5		60		393		74.975		58.675
0x07A8DEA5		61		435		82.975		58.675
0x07A8DEA5		62		413		78.975		54.675
0x07A8DEA5		63		434		82.975		54.675
0x07A8DEA5		64		412		78.975		50.675
