Common TimeShift, ns
566
Plane	 Strip	 TimeShift, ns
29	0	20.612
29	1	21.0061
29	2	20.9883
29	3	20.9891
29	4	20.9544
29	5	20.9652
29	6	20.9743
29	7	20.968
29	8	20.9209
29	9	20.9604
29	10	20.9798
29	11	20.9511
29	12	20.9505
29	13	20.9419
29	14	20.9403
29	15	20.9425
29	16	20.9193
29	17	20.9153
29	18	20.9254
29	19	20.9176
29	20	20.9044
29	21	20.9279
29	22	20.9246
29	23	20.8869
29	24	20.9108
29	25	20.915
29	26	20.9087
29	27	20.9014
29	28	20.9064
29	29	20.8888
29	30	20.8974
29	31	20.895
30	0	20.2451
30	1	20.3089
30	2	20.3138
30	3	20.32
30	4	20.2363
30	5	20.6483
30	6	19.9845
30	7	20.0292
30	8	20.3932
30	9	20.4557
30	10	20.3777
30	11	20.4724
30	12	20.1259
30	13	20.5089
30	14	20.8168
30	15	20.698
30	16	20.2062
30	17	20.8606
30	18	20.8371
30	19	20.7918
30	20	20.8743
30	21	20.4619
30	22	21.1122
30	23	21.0811
30	24	20.7057
30	25	20.6211
30	26	20.6952
30	27	20.607
30	28	20.9444
30	29	20.5576
30	30	20.2522
30	31	20.3584
31	0	20.4533
31	1	20.7729
31	2	20.7911
31	3	20.7678
31	4	20.7597
31	5	20.7671
31	6	20.7537
31	7	20.7537
31	8	20.7671
31	9	20.7474
31	10	20.7444
31	11	20.7282
31	12	20.7257
31	13	20.7251
31	14	20.7318
31	15	20.7277
31	16	20.7271
31	17	20.7248
31	18	20.7193
31	19	20.7219
31	20	20.7155
31	21	20.7134
31	22	20.7116
31	23	20.6998
31	24	20.7068
31	25	20.6862
31	26	20.6755
31	27	20.6893
31	28	20.677
31	29	20.6662
31	30	20.6651
31	31	20.6639
32	0	20.1074
32	1	20.4459
32	2	20.4296
32	3	20.4197
32	4	20.4211
32	5	20.4047
32	6	20.4066
32	7	20.4138
32	8	20.4041
32	9	20.4039
32	10	20.4013
32	11	20.39
32	12	20.3819
32	13	20.379
32	14	20.364
32	15	20.3637
32	16	20.355
32	17	20.378
32	18	20.3481
32	19	20.3579
32	20	20.3433
32	21	20.3376
32	22	20.343
32	23	20.3274
32	24	20.3226
32	25	20.3144
32	26	20.3303
32	27	20.3117
32	28	20.3213
32	29	20.3119
32	30	20.3064
32	31	20.3045
33	0	20.3365
33	1	20.6631
33	2	20.6319
33	3	20.648
33	4	20.6207
33	5	20.6276
33	6	20.6226
33	7	20.6187
33	8	20.6215
33	9	20.6187
33	10	20.6
33	11	20.6096
33	12	20.6094
33	13	20.6059
33	14	20.5883
33	15	20.5895
33	16	20.5849
33	17	20.6006
33	18	20.577
33	19	20.5784
33	20	20.5715
33	21	20.5597
33	22	20.5681
33	23	20.557
33	24	20.5685
33	25	20.564
33	26	20.5653
33	27	20.5688
33	28	20.5376
33	29	20.5393
33	30	20.5104
33	31	20.5027
34	0	20.0204
34	1	20.3328
34	2	20.3275
34	3	20.3596
34	4	20.3256
34	5	20.3242
34	6	20.3091
34	7	20.3023
34	8	20.3044
34	9	20.3163
34	10	20.2875
34	11	20.2848
34	12	20.2866
34	13	20.2852
34	14	20.2601
34	15	20.2593
34	16	20.2588
34	17	20.2659
34	18	20.2361
34	19	20.236
34	20	20.24
34	21	20.2545
34	22	20.2388
34	23	20.2069
34	24	20.2479
34	25	20.2441
34	26	20.2331
34	27	20.1963
34	28	20.2072
34	29	20.2015
34	30	20.1852
34	31	20.2045
35	0	20.2827
35	1	20.6203
35	2	20.6022
35	3	20.5949
35	4	20.5879
35	5	20.5838
35	6	20.6037
35	7	20.5772
35	8	20.5854
35	9	20.588
35	10	20.5821
35	11	20.5696
35	12	20.5424
35	13	20.5643
35	14	20.5476
35	15	20.5392
35	16	20.542
35	17	20.566
35	18	20.5377
35	19	20.5322
35	20	20.5064
35	21	20.5248
35	22	20.5064
35	23	20.4899
35	24	20.5217
35	25	20.5268
35	26	20.5279
35	27	20.486
35	28	20.4695
35	29	20.4743
35	30	20.4528
35	31	20.4472
36	0	19.9786
36	1	20.3357
36	2	20.3028
36	3	20.2921
36	4	20.284
36	5	20.2961
36	6	20.2916
36	7	20.2834
36	8	20.2765
36	9	20.265
36	10	20.2721
36	11	20.2628
36	12	20.2423
36	13	20.25
36	14	20.2513
36	15	20.2357
36	16	20.235
36	17	20.2456
36	18	20.2314
36	19	20.2309
36	20	20.218
36	21	20.2237
36	22	20.2228
36	23	20.2066
36	24	20.2072
36	25	20.2266
36	26	20.1983
36	27	20.2068
36	28	20.181
36	29	20.2045
36	30	20.1908
36	31	20.1824
37	0	20.2684
37	1	20.6186
37	2	20.6136
37	3	20.6018
37	4	20.6007
37	5	20.2545
37	6	20.5978
37	7	20.5975
37	8	20.598
37	9	20.6036
37	10	20.5933
37	11	20.584
37	12	20.5653
37	13	20.5798
37	14	20.5683
37	15	20.5597
37	16	20.5748
37	17	20.5714
37	18	20.5587
37	19	20.5599
37	20	20.5566
37	21	20.5596
37	22	20.5537
37	23	20.5376
37	24	20.5328
37	25	20.5527
37	26	20.5367
37	27	20.52
37	28	20.51
37	29	20.5097
37	30	20.512
37	31	20.5062
38	0	19.9862
38	1	20.3802
38	2	20.3434
38	3	20.3304
38	4	20.2982
38	5	20.3062
38	6	20.3273
38	7	20.3289
38	8	20.3322
38	9	20.3393
38	10	20.3108
38	11	20.3274
38	12	20.2944
38	13	20.3247
38	14	20.3091
38	15	20.2982
38	16	20.2976
38	17	20.2906
38	18	20.2676
38	19	20.2711
38	20	20.2609
38	21	20.276
38	22	20.2615
38	23	20.253
38	24	20.2456
38	25	20.2606
38	26	20.2445
38	27	20.2405
38	28	20.2423
38	29	20.2583
38	30	20.2364
38	31	20.2312
39	0	20.3065
39	1	20.6019
39	2	20.6093
39	3	20.5947
39	4	20.6105
39	5	20.6289
39	6	20.6264
39	7	20.6134
39	8	20.6503
39	9	20.6389
39	10	20.6182
39	11	20.6282
39	12	20.6301
39	13	20.6182
39	14	20.2716
39	15	20.6069
39	16	20.6175
39	17	20.6034
39	18	20.5977
39	19	20.2623
39	20	20.5935
39	21	20.6056
39	22	20.5934
39	23	20.6035
39	24	20.5852
39	25	20.5637
39	26	20.5448
39	27	20.5712
39	28	20.5599
39	29	20.5686
39	30	20.5677
39	31	20.5634
40	0	20.0429
40	1	20.2068
40	2	20.3005
40	3	20.4038
40	4	20.3145
40	5	20.2167
40	6	20.2902
40	7	20.4781
40	8	20.4501
40	9	20.4519
40	10	20.4225
40	11	20.485
40	12	20.5302
40	13	20.5486
40	14	20.511
40	15	20.4704
40	16	20.4687
40	17	20.4281
40	18	20.3401
40	19	20.3652
40	20	20.3834
40	21	20.3859
40	22	20.4153
40	23	20.4322
40	24	20.43
40	25	20.4143
40	26	20.3566
40	27	20.3662
40	28	20.3801
40	29	20.423
40	30	20.407
40	31	20.4015
41	0	21.9658
41	1	22.2756
41	2	22.4199
41	3	22.4274
41	4	22.404
41	5	22.4099
41	6	22.4467
41	7	22.4422
41	8	22.4475
41	9	22.4639
41	10	22.4578
41	11	22.4506
41	12	22.47
41	13	22.4985
41	14	22.482
41	15	22.4704
41	16	0
41	17	0
41	18	0
41	19	0
41	20	0
41	21	0
41	22	0
41	23	0
41	24	0
41	25	0
41	26	0
41	27	0
41	28	0
41	29	0
41	30	0
41	31	0
42	0	21.724
42	1	21.7425
42	2	21.7341
42	3	21.7698
42	4	21.7933
42	5	21.7976
42	6	21.7966
42	7	21.8236
42	8	21.8245
42	9	21.8279
42	10	21.8507
42	11	21.8595
42	12	21.864
42	13	21.8872
42	14	21.8916
42	15	21.904
42	16	0
42	17	0
42	18	0
42	19	0
42	20	0
42	21	0
42	22	0
42	23	0
42	24	0
42	25	0
42	26	0
42	27	0
42	28	0
42	29	0
42	30	0
42	31	0
43	0	21.3727
43	1	21.8275
43	2	21.8269
43	3	21.8524
43	4	21.8663
43	5	21.8819
43	6	21.8964
43	7	21.8981
43	8	21.8979
43	9	21.9066
43	10	21.9354
43	11	21.9305
43	12	21.9545
43	13	21.962
43	14	21.9723
43	15	22.0297
43	16	0
43	17	0
43	18	0
43	19	0
43	20	0
43	21	0
43	22	0
43	23	0
43	24	0
43	25	0
43	26	0
43	27	0
43	28	0
43	29	0
43	30	0
43	31	0
44	0	20.9717
44	1	21.3853
44	2	21.4109
44	3	21.4182
44	4	21.4326
44	5	21.4468
44	6	21.4515
44	7	21.463
44	8	21.4643
44	9	21.5121
44	10	21.4972
44	11	21.4979
44	12	21.4953
44	13	21.5358
44	14	21.5494
44	15	21.5895
44	16	0
44	17	0
44	18	0
44	19	0
44	20	0
44	21	0
44	22	0
44	23	0
44	24	0
44	25	0
44	26	0
44	27	0
44	28	0
44	29	0
44	30	0
44	31	0
45	0	21.3145
45	1	21.6166
45	2	21.6205
45	3	21.6315
45	4	21.6469
45	5	21.6716
45	6	21.6645
45	7	21.6888
45	8	21.6996
45	9	21.7122
45	10	21.7311
45	11	21.7311
45	12	21.7336
45	13	21.7235
45	14	21.6969
45	15	21.7115
45	16	0
45	17	0
45	18	0
45	19	0
45	20	0
45	21	0
45	22	0
45	23	0
45	24	0
45	25	0
45	26	0
45	27	0
45	28	0
45	29	0
45	30	0
45	31	0
46	0	21.1845
46	1	21.2623
46	2	21.2444
46	3	21.2471
46	4	21.2555
46	5	21.2464
46	6	21.2594
46	7	21.2755
46	8	21.2806
46	9	21.2675
46	10	21.2852
46	11	21.2654
46	12	21.2867
46	13	21.2775
46	14	21.2822
46	15	21.305
46	16	0
46	17	0
46	18	0
46	19	0
46	20	0
46	21	0
46	22	0
46	23	0
46	24	0
46	25	0
46	26	0
46	27	0
46	28	0
46	29	0
46	30	0
46	31	0
47	0	20.7708
47	1	21.1098
47	2	21.1228
47	3	21.1232
47	4	21.1319
47	5	21.1267
47	6	21.1597
47	7	21.1355
47	8	21.1515
47	9	21.1323
47	10	21.1593
47	11	21.1476
47	12	21.1218
47	13	21.1618
47	14	21.1721
47	15	21.1921
47	16	0
47	17	0
47	18	0
47	19	0
47	20	0
47	21	0
47	22	0
47	23	0
47	24	0
47	25	0
47	26	0
47	27	0
47	28	0
47	29	0
47	30	0
47	31	0
48	0	20.4101
48	1	20.4783
48	2	20.4796
48	3	20.4788
48	4	20.4819
48	5	20.4882
48	6	20.4923
48	7	20.4992
48	8	20.4986
48	9	20.4953
48	10	20.4934
48	11	20.4912
48	12	20.5036
48	13	20.5068
48	14	20.51
48	15	20.4559
48	16	0
48	17	0
48	18	0
48	19	0
48	20	0
48	21	0
48	22	0
48	23	0
48	24	0
48	25	0
48	26	0
48	27	0
48	28	0
48	29	0
48	30	0
48	31	0
49	0	21.647
49	1	22.2459
49	2	22.247
49	3	22.2334
49	4	22.2409
49	5	22.2362
49	6	22.2377
49	7	22.2249
49	8	22.2211
49	9	22.2404
49	10	22.2702
49	11	22.2328
49	12	22.2545
49	13	22.2239
49	14	22.2534
49	15	22.2475
49	16	0
49	17	0
49	18	0
49	19	0
49	20	0
49	21	0
49	22	0
49	23	0
49	24	0
49	25	0
49	26	0
49	27	0
49	28	0
49	29	0
