1848;C 4.5 Gev/nucl, targ. C
1849;C 4.5 Gev/nucl, targ. C
1850;C 4.5 Gev/nucl, targ. C
1851;C 4.5 Gev/nucl, targ. C
1853;C 4.5 Gev/nucl, targ. Al
1854;C 4.5Gev/nucl  (Target Al - 12mm)
1855;C 4.5Gev/nucl  (Target Al - 12mm)
1858;C 4.5Gev/nucl  (Target Al - 12mm)
1859;C 4.5Gev/nucl  (Target Al - 12mm)
1860;C 4.5Gev/nucl  (Target Al - 12mm)
1861;C 4.5Gev/nucl  (Target Al - 12mm)
1862;C 4.5Gev/nucl  (Target Al - 12mm)
1863;C 4.5Gev/nucl  (Target Al - 12mm)
1864;C 4.5Gev/nucl  (Target Al - 12mm)
1865;C 4.5Gev/nucl  (Target Al - 12mm)
1866;C 4.5Gev/nucl  (Target Al - 12mm)
1867;C 4.5Gev/nucl  (Target Al - 12mm)
1869;C 4.5Gev/nucl  (Target Cu - 5mm)
1870;C 4.5Gev/nucl  (Target Cu - 5mm)
1872;C 4.5Gev/nucl  (Target Cu - 5mm)
1873;C 4.5Gev/nucl  (Target Cu - 5mm)
1875;C 4.5Gev/nucl  (Target Cu - 5mm)
1876;C 4.5Gev/nucl  (Target Cu - 5mm)
1877;C 4.5Gev/nucl  (Target Cu - 5mm)
1878;C 4.5Gev/nucl  (Target Cu - 5mm)
1879;C 4.5Gev/nucl  (Target Cu - 5mm)
1880;C 4.5Gev/nucl  (Target Cu - 5mm)
1881;C 4.5Gev/nucl  (Target Cu - 5mm)
1882;C 4.5Gev/nucl  (Target Cu - 5mm)
1883;C 4.5Gev/nucl  (Target Cu - 5mm)
1884;C 4.5Gev/nucl  (Empty)
1886;C 4.5Gev/nucl  (Empty)
1888;C 4.5Gev/nucl  (Empty)
1889;C 4.5Gev/nucl  (Empty)
1890;C 4.5Gev/nucl  (Empty)
1891;C 4.5Gev/nucl  (Empty)
1892;C 4.5Gev/nucl  (Target CH2 - 20mm)
1893;C 4.5Gev/nucl  (Target CH2 - 20mm)
1894;C 4.5Gev/nucl  (Target CH2 - 20mm)
1895;C 4.5Gev/nucl  (Target CH2 - 20mm)
1896;C 4.5Gev/nucl  (Target CH2 - 20mm)
1897;C 4.5Gev/nucl  (Target CH2 - 20mm)
1898;C 4.5Gev/nucl  (Target CH2 - 20mm)
1899;C 4.5Gev/nucl  (Target CH2 - 20mm)
1900;C 4.5Gev/nucl  (Target CH2 - 20mm)
1901;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1902;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1903;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1904;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1907;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1908;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1909;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1910;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1911;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1912;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1913;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1914;C 4.5Gev/nucl  (Target Pb - 9.9mm)
